,0,1,2
330,37.833067235161295,-122.44450923870968,10||10
331,37.833067235161295,-122.43704792258065,10||11
332,37.833067235161295,-122.42958660645161,10||12
333,37.833067235161295,-122.42212529032258,10||13
334,37.833067235161295,-122.41466397419354,10||14
335,37.833067235161295,-122.40720265806452,10||15
336,37.833067235161295,-122.39974134193548,10||16
337,37.833067235161295,-122.39228002580646,10||17
338,37.833067235161295,-122.38481870967742,10||18
339,37.833067235161295,-122.3773573935484,10||19
340,37.833067235161295,-122.36989607741936,10||20
341,37.833067235161295,-122.36243476129032,10||21
342,37.833067235161295,-122.35497344516129,10||22
343,37.833067235161295,-122.34751212903225,10||23
344,37.833067235161295,-122.34005081290323,10||24
345,37.833067235161295,-122.33258949677419,10||25
346,37.833067235161295,-122.32512818064517,10||26
347,37.833067235161295,-122.31766686451613,10||27
348,37.833067235161295,-122.3102055483871,10||28
349,37.833067235161295,-122.30274423225806,10||29
350,37.833067235161295,-122.29528291612904,10||30
351,37.833067235161295,-122.2878216,10||31
352,37.82560591967742,-122.5191224,11||0
353,37.82560591967742,-122.51166108387096,11||1
354,37.82560591967742,-122.50419976774194,11||2
355,37.82560591967742,-122.4967384516129,11||3
356,37.82560591967742,-122.48927713548387,11||4
357,37.82560591967742,-122.48181581935484,11||5
358,37.82560591967742,-122.47435450322581,11||6
359,37.82560591967742,-122.46689318709677,11||7
360,37.82560591967742,-122.45943187096775,11||8
361,37.82560591967742,-122.45197055483871,11||9
362,37.82560591967742,-122.44450923870968,11||10
363,37.82560591967742,-122.43704792258065,11||11
364,37.82560591967742,-122.42958660645161,11||12
365,37.82560591967742,-122.42212529032258,11||13
366,37.82560591967742,-122.41466397419354,11||14
367,37.82560591967742,-122.40720265806452,11||15
368,37.82560591967742,-122.39974134193548,11||16
369,37.82560591967742,-122.39228002580646,11||17
370,37.82560591967742,-122.38481870967742,11||18
371,37.82560591967742,-122.3773573935484,11||19
372,37.82560591967742,-122.36989607741936,11||20
373,37.82560591967742,-122.36243476129032,11||21
374,37.82560591967742,-122.35497344516129,11||22
375,37.82560591967742,-122.34751212903225,11||23
376,37.82560591967742,-122.34005081290323,11||24
377,37.82560591967742,-122.33258949677419,11||25
378,37.82560591967742,-122.32512818064517,11||26
379,37.82560591967742,-122.31766686451613,11||27
380,37.82560591967742,-122.3102055483871,11||28
381,37.82560591967742,-122.30274423225806,11||29
